flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,true_binary_label,true_8class_label
0.0273379325866685,3688.899999999994,6.0,64.0,323.7713818852417,323.7713818852417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.8000000000000007,7.699999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1039.0000000000002,66.0,74.0,67.07003424508068,2.7064848767412855,66.79999999999998,166429889.3408394,13.5,11.58223583114076,3.835345258864521,7.399318917450728,1.0,244.6,1,5
6.381795811653138,146787.1,8.2,77.4,34.67800812075893,34.67800812075893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,23.5,168.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8469.0,50.0,1494.0,541.6823472150484,669.6783922839909,649.2,166525867.8422286,13.5,32.74297711744618,945.5604107173542,447373.0840625268,1.0,244.6,0,0
0.2190667986869812,30377.5,17.0,64.0,55720.81123789959,55720.81123789959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,49.99999999999994,50.0,0.0,50.0,83123828.04739861,9.5,10.0,0.0,0.0,0.0,141.55,1,2
16.709045791625975,15653.600000000006,13.7,63.6,6.810418119318456,6.810418119318456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,490.5999999999999,51.60000000000001,177.2,87.19531746031745,47.88003425553714,92.0,0.014141708612442017,5.5,13.167012961906384,67.71259381106901,2603.2709712143987,0.8999999999999999,38.5,0,0
21.379814910888683,779243.4,7.1,163.7,246.80633897458847,246.80633897458847,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,87.59999999999998,768.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1825.4,54.79999999999999,599.2,107.55305268089324,139.33325138144951,403.4,166519407.31035584,13.5,14.080931574184683,198.7293676382148,66553.62023974789,1.0,244.6,0,0
0.08482625246048059,8253.0,17.0,64.0,152211.5616095428,152211.5616095428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,49.99999999999994,50.0,0.0,50.0,83495215.74872568,9.5,10.0,0.0,0.0,0.0,141.55,1,2
0.0015532803535478479,55.460000000020955,6.11,63.82,12.875975643636593,12.875975643636593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,566.2,53.2,53.95999999999998,53.85609041371424,0.2382794995772599,53.96000000000001,83495256.90124351,9.5,10.37832991031596,0.3372808508790399,0.3206300654564984,0.19,141.55,1,2
8.329718232154846,312794.2,12.1,106.7,25.111645469953146,25.111645469953146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,327.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1684.2,54.0,215.59999999999997,110.05326262918368,61.19547315004358,78.4,166519440.53678247,13.5,14.78025456452921,85.78758797881697,3684.485111171438,1.0,244.6,0,0
14.427728700637818,210866.9,10.4,152.7,12532.228301536,12532.228301536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,813.5000000000002,60.0,328.6,132.71984126984128,97.2204352620682,258.7,0.01413699984550476,5.5,16.066336669503414,137.4904580874324,21634.243433610478,0.8999999999999999,38.5,0,0
0.0,54.0,6.0,64.0,27.64566807169922,27.64566807169922,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83314729.28280559,9.5,10.392304845413264,0.0,0.0,0.0,141.55,1,2
